"Bin "," nEvents "," Efficiencies"
152.41,234,0.004762
165.05,289,0.005414
178.75,342,0.006266
193.57,407,0.007481
209.63,450,0.008439
227.02,494,"0.0098  "
245.86,560,0.010961
266.25,592,0.012495
288.34,647,0.013058
312.26,737,0.015034
338.16,830,0.015708
366.21,932,0.017479
396.59,962,0.018587
429.49,1012,0.020226
465.12,1122,0.022423
503.71,1126,0.023414
545.49,1256,0.023627
590.74,1312,0.025547
639.75,1349,"0.02663 "
692.82,1387,"0.02808 "
750.29,1464,0.028869
812.54,1537,0.029813
879.94,1461,0.029428
952.94,1552,0.029791
1032,1556,0.029544
1117.6,1447,0.028633
1210.3,1418,0.028899
1310.7,1350,"0.02799 "
1419.4,1288,0.026641
1537.2,1195,"0.02402 "
1664.7,997,0.022549
1802.8,993,"0.0195  "
1952.4,810,0.016796
2114.3,707,0.014698
2289.7,553,0.011883
2479.7,450,0.009559
